split,prompt_tokens,response_tokens,instruction_type
train,9,20,write
train,610,1,reasoning
train,454,100,summarize
train,1,1,other
train,44,20,other
train,352,42,other
train,240,17,translate
train,28,51,write
train,17,143,write
train,102,97,write
train,8,218,analyze
train,11,168,other
train,15,13,write
train,268,6,other
train,11,284,other
train,109,62,other
train,51,18,other
train,228,30,translate
train,243,1,reasoning
train,167,21,other
train,26,255,other
train,128,77,write
train,2179,51,write
train,231,57,classify
train,38,31,write
train,137,32,other
train,205,13,translate
train,18,125,other
train,452,159,reasoning
train,9,32,reasoning
train,506,38,other
train,39,16,reasoning
train,144,11,translate
train,286,1,other
train,164,128,other
train,96,71,reasoning
train,6,167,other
train,30,29,other
train,28,201,other
train,23,43,write
train,4,291,other
train,13,17,write
train,15,622,other
train,207,23,reasoning
train,4,11,other
train,38,138,analyze
train,18,180,other
train,9,79,other
train,307,6,translate
train,24,418,other
train,56,653,write
train,41,6,translate
train,66,69,other
train,4,42,other
train,10,37,other
train,15,6,other
train,13,70,other
train,9,262,reasoning
train,55,45,reasoning
train,28,38,other
train,1138,1,reasoning
train,6,177,write
train,1008,21,write
train,380,43,other
train,1,1,other
train,10,10,other
train,1865,48,classify
train,3,350,other
train,111,14,write
train,1,2,other
train,1142,75,reasoning
train,2367,187,write
train,57,425,reasoning
train,3,14,other
train,14,39,other
train,1002,103,other
train,67,4,other
train,7,111,other
train,448,57,reasoning
train,195,252,write
train,1,244,other
train,70,1,reasoning
train,11,17,write
train,14,36,reasoning
train,274,120,write
train,19,35,other
train,10,60,other
train,32,220,other
train,1,42,other
train,175,1,other
train,320,22,reasoning
train,16,437,other
train,1,15,other
train,12,350,other
train,11,25,write
train,133,20,classify
train,32,57,other
train,9,467,other
train,3,220,other
train,52,10,write
train,239,29,other
train,490,18,write
train,4,273,other
train,48,32,reasoning
train,431,31,other
train,49,18,other
train,1,13,other
train,355,16,other
train,22,563,other
train,234,82,other
train,1955,3,classify
train,11,495,other
train,229,1,other
train,72,1,other
train,115,202,other
train,426,54,translate
train,15,4,other
train,50,246,write
train,27,115,other
train,1,1,other
train,300,13,reasoning
train,26,210,other
train,9,21,other
train,206,1,other
train,13,73,other
train,127,12,other
train,118,21,other
train,351,22,reasoning
train,6,352,other
train,16,65,other
train,20,31,other
train,26,63,other
train,2,236,other
train,22,48,other
train,10,12,other
train,10,1777,other
train,226,1,reasoning
train,76,1,other
train,33,29,other
train,64,298,other
train,109,694,other
train,138,8,other
train,1549,21,other
train,33,47,write
train,38,12,reasoning
train,145,10,other
train,140,31,translate
train,63,278,other
train,3,200,other
train,35,35,other
train,1,21,other
train,1,1,other
train,14,198,other
train,61,1,other
train,100,22,reasoning
train,213,2,other
train,173,22,other
train,49,1,reasoning
train,362,53,reasoning
train,10,60,other
train,232,28,other
train,23,53,write
train,28,98,reasoning
train,140,10,translate
train,293,4,write
train,1,1,other
train,1,13,other
train,46,1,reasoning
train,28,35,other
train,6,320,other
train,1,12,other
train,46,83,other
train,18,33,other
train,3,225,other
train,344,26,reasoning
train,5,178,other
train,312,37,other
train,13,90,summarize
train,6,40,other
train,8,43,other
train,34,85,analyze
train,1209,254,analyze
train,201,51,reasoning
train,16,251,reasoning
train,245,1,other
train,322,47,other
train,1,1,other
train,4,148,other
train,1649,116,summarize
train,49,49,reasoning
train,1155,9,write
train,6,260,analyze
train,76,79,other
train,182,24,reasoning
train,10,108,other
train,16,2,classify
train,2665,4,classify
train,230,9,summarize
train,29,72,reasoning
train,321,32,reasoning
train,11,123,write
train,271,22,reasoning
train,9,78,other
train,213,20,reasoning
train,3,177,write
train,44,118,translate
train,10,296,other
train,30,39,other
train,77,15,translate
train,7,119,write
train,16,10,write
train,44,17,other
train,85,425,write
train,311,16,other
train,132,65,other
train,56,155,other
train,23,90,translate
train,520,312,write
train,177,16,translate
train,182,35,reasoning
train,19,17,other
train,1,90,other
train,2154,19,summarize
train,32,108,other
train,4,172,other
train,82,363,write
train,41,25,reasoning
train,230,21,other
train,4,22,other
train,16,5,other
train,271,22,reasoning
train,419,47,reasoning
train,32,16,other
train,9,218,other
train,32,287,other
train,14,344,write
train,59,2,reasoning
train,14,30,other
train,52,95,analyze
train,11,1,other
train,25,24,other
train,292,31,reasoning
train,16,126,write
train,149,34,other
train,38,162,other
train,568,2,reasoning
train,8,192,analyze
train,186,93,reasoning
train,11,12,other
train,211,33,reasoning
train,74,242,other
train,186,25,other
train,383,445,write
train,33,19,other
train,14,6,other
train,164,35,other
train,216,1,reasoning
train,9,221,other
train,23,82,other
train,5,264,other
train,45,29,summarize
train,23,533,summarize
train,9,326,other
train,555,28,reasoning
train,18,606,other
train,345,51,reasoning
train,14,340,other
train,598,21,other
train,116,1,write
train,168,253,write
train,38,393,other
train,6,100,other
train,11,4,translate
train,13,138,other
train,80,4,write
train,19,4,write
train,31,28,other
train,37,27,reasoning
train,6,43,translate
train,25,84,write
train,355,24,reasoning
train,340,256,reasoning
train,178,15,reasoning
train,247,18,reasoning
train,385,30,reasoning
train,10,107,other
train,11,136,other
train,10,1,write
train,39,12,analyze
train,293,27,reasoning
train,3,352,other
train,1,47,other
train,1,24,other
train,79,313,reasoning
train,21,163,other
train,14,330,other
train,15,304,other
train,24,240,other
train,20,541,other
train,515,444,write
train,28,405,other
train,6,25,other
train,13,338,summarize
train,102,14,translate
train,103,377,write
train,4,245,other
train,30,123,write
train,27,66,other
train,5,57,other
train,30,44,write
train,227,23,classify
train,61,12,write
train,124,21,translate
train,123,46,translate
train,89,536,other
train,21,14,write
train,98,1,write
train,3,23,other
train,16,35,other
train,24,26,other
train,697,19,summarize
train,3,21,other
train,18,318,other
train,10,260,analyze
train,89,394,analyze
train,4,75,other
train,907,2,reasoning
train,34,18,reasoning
train,13,218,other
train,16,23,other
train,69,421,analyze
train,72,295,other
train,195,27,reasoning
train,107,80,other
train,31,56,other
train,4,167,other
train,345,9,write
train,13,70,other
train,262,7,summarize
train,22,1,classify
train,125,20,analyze
train,231,9,other
train,341,21,reasoning
train,47,10,reasoning
train,109,19,write
train,153,16,other
train,87,13,write
train,364,25,reasoning
train,931,1,analyze
train,55,222,write
train,1,5,other
train,246,294,write
train,10,155,other
train,228,257,reasoning
train,23,144,other
train,101,378,other
train,8,165,other
train,222,46,summarize
train,10,256,other
train,15,176,other
train,190,31,reasoning
train,386,16,reasoning
train,376,39,reasoning
train,11,285,write
train,9,8,reasoning
train,82,439,other
train,47,5,other
train,140,12,write
train,5,2,other
train,126,8,write
train,92,431,summarize
train,208,453,other
train,9,62,analyze
train,17,95,other
train,15,185,other
train,12,42,other
train,100,217,write
train,1157,1,write
train,3,1,other
train,12,109,other
train,236,1,reasoning
train,28,19,other
train,2,8,other
train,53,76,other
train,1,473,other
train,62,88,other
train,82,47,analyze
train,615,212,summarize
train,54,24,write
train,304,295,other
train,8,100,write
train,9,100,other
train,57,214,other
train,17,10,write
train,49,24,other
train,1,32,other
train,17,31,other
train,292,204,write
train,16,95,summarize
train,43,19,reasoning
train,10,322,reasoning
train,411,1,other
train,1001,14,summarize
train,1,292,other
train,140,16,other
train,37,177,other
train,8,236,other
train,583,2,other
train,20,10,reasoning
train,12,57,other
train,19,13,other
train,21,262,other
train,720,7,reasoning
train,51,94,reasoning
train,314,12,write
train,32,261,reasoning
train,54,54,other
train,14,19,other
train,8,178,other
train,1145,1,reasoning
train,20,11,classify
train,13,12,other
train,677,2,analyze
train,49,22,other
train,7,63,other
train,223,14,reasoning
train,2,560,other
train,327,16,reasoning
train,255,24,reasoning
train,6,134,other
train,6,44,reasoning
train,78,288,write
train,8,92,other
train,993,13,write
train,1796,10,write
train,18,20,classify
train,24,8,write
train,13,242,other
train,57,115,other
train,155,20,translate
train,17,15,write
train,331,18,reasoning
train,12,267,other
train,45,146,other
train,335,51,other
train,4,18,other
train,38,507,write
train,361,22,reasoning
train,436,38,reasoning
train,12,275,other
train,12,48,other
train,31,13,analyze
train,19,61,other
train,113,64,other
train,1,12,other
train,13,372,other
train,78,1,other
train,47,85,other
train,11,348,reasoning
train,51,488,other
train,18,534,write
train,32,90,other
train,37,14,other
train,10,75,reasoning
train,19,12,reasoning
train,111,297,write
train,525,3,other
train,43,65,other
train,4,128,other
train,327,1,reasoning
train,43,7,write
train,40,226,other
train,413,39,reasoning
train,20,18,reasoning
train,80,57,other
train,91,266,other
train,587,88,summarize
train,9,133,other
train,42,70,reasoning
train,13,301,other
train,3,43,other
train,62,91,reasoning
train,1,280,analyze
train,115,8,write
train,18,8,reasoning
train,296,48,other
train,119,502,other
train,5,139,other
train,152,42,write
train,119,19,other
train,22,200,write
train,14,108,reasoning
train,125,37,other
train,23,17,write
train,190,2,write
train,190,24,other
train,1,112,other
train,8,63,other
train,145,19,reasoning
train,2,1,other
train,170,51,other
train,4,206,other
train,335,42,reasoning
train,86,164,write
train,157,20,reasoning
train,36,17,analyze
train,13,106,write
train,23,277,analyze
train,14,338,other
train,4,5,write
train,5,56,other
train,127,18,analyze
train,1,29,other
train,66,23,translate
train,352,23,reasoning
train,47,87,other
train,52,50,other
train,303,1,other
train,2,399,other
train,8,134,other
train,43,588,summarize
train,22,10,reasoning
train,46,329,other
train,10,106,other
train,373,27,reasoning
train,42,3,other
train,29,47,other
train,19,117,other
train,10,57,other
train,11,51,other
train,98,7,summarize
train,52,20,other
train,1210,3,reasoning
train,1003,25,reasoning
train,16,122,other
train,20,201,other
train,1,4,other
train,48,54,other
train,90,16,translate
train,1067,116,summarize
train,4,319,write
train,62,279,other
train,51,24,analyze
train,5,70,other
train,134,17,classify
train,17,19,other
train,259,27,other
train,201,24,other
train,1,2,other
train,55,23,analyze
train,305,21,other
train,43,140,other
train,36,268,write
train,36,17,other
train,227,212,reasoning
train,19,13,other
train,221,1,reasoning
train,5,255,other
train,165,18,other
train,3,6,other
train,118,95,reasoning
train,742,1,reasoning
train,273,36,reasoning
train,10,189,other
train,1111,1,reasoning
train,16,38,other
train,14,365,other
train,20,105,other
train,10,350,other
train,13,641,write
train,19,163,other
train,1016,1,reasoning
train,17,52,other
train,20,13,other
train,158,35,reasoning
train,119,14,other
train,183,192,other
train,119,45,write
train,223,26,reasoning
train,22,46,other
train,207,31,other
train,1,90,other
train,472,111,reasoning
train,118,253,write
train,23,60,write
train,18,265,other
train,25,33,other
train,50,30,other
train,2,117,other
train,3,169,other
train,20,309,write
train,247,110,analyze
train,405,1,reasoning
train,17,470,reasoning
train,1,176,other
train,41,19,translate
train,557,21,reasoning
train,19,31,reasoning
train,216,12,other
train,179,37,translate
train,29,203,other
train,646,63,write
train,43,13,write
train,6,490,other
train,25,9,other
train,9,75,other
train,499,1,write
train,1,66,other
train,4,97,other
train,23,18,write
train,21,3,write
train,42,173,reasoning
train,5,97,other
train,239,18,reasoning
train,13,121,other
train,199,14,other
train,125,4,reasoning
train,284,1,reasoning
train,15,93,other
train,8,70,other
train,29,65,other
train,51,735,other
train,97,3,other
train,27,25,other
train,1,89,other
train,161,587,reasoning
train,44,194,other
train,50,334,other
train,461,1,reasoning
train,58,9,write
train,15,20,write
train,63,249,write
train,181,18,translate
train,171,11,reasoning
train,5,125,other
train,463,74,other
train,56,186,other
train,571,1,reasoning
train,229,382,other
train,3,256,other
train,29,231,other
train,175,21,other
train,226,1,classify
train,23,83,translate
train,2,12,other
train,280,110,other
train,34,18,reasoning
train,257,11,other
train,1274,16,summarize
train,16,14,summarize
train,62,15,analyze
train,16,259,other
train,12,113,other
train,4,3,other
train,12,251,analyze
train,2,312,other
train,31,316,other
train,28,361,reasoning
train,45,32,other
train,13,19,other
train,247,1,reasoning
train,1106,1,summarize
train,32,177,other
train,198,41,reasoning
train,4,199,other
train,300,170,write
train,1,10,other
train,7,226,other
train,8,348,analyze
train,576,171,other
train,68,214,other
train,6,66,reasoning
train,134,76,other
train,23,303,write
train,19,136,other
train,47,200,other
train,25,9,translate
train,37,482,reasoning
train,93,42,write
train,295,21,reasoning
train,31,33,other
train,8,92,other
train,19,14,other
train,22,341,analyze
train,173,2,reasoning
train,102,128,write
train,7,35,other
train,151,19,other
train,10,397,reasoning
train,17,256,reasoning
train,22,8,write
train,11,91,other
train,89,317,other
train,61,229,other
train,1,1,other
train,21,9,other
train,33,12,write
train,18,241,write
train,143,1,reasoning
train,168,1,other
train,185,1,other
train,7,161,other
train,2,467,other
train,325,12,other
train,461,1,reasoning
train,5,66,other
train,6,386,other
train,7,132,reasoning
train,19,303,other
train,1,4,other
train,10,41,write
train,1,3,other
train,65,298,other
train,1,28,other
train,18,487,other
